TransactionId,UserId,VisitYear,VisitMonth,VisitMode,AttractionId,Rating,ContinentId,RegionId,CountryId_x,CityId,CityName,Country,Region,Continent,AttractionCityId,AttractionTypeId,Attraction,AttractionAddress,AttractionType,AttractionCityName,CountryId_y,UserAvgRating,UserVisitCount,AttractionAvgRating,AttractionPopularity
16026,804,2024,5,Couples,140,4,5,9,20,51,Australia City 1,Australia,Australasia,Oceania,25,1,Beach #140,Romania City 1 Main Road,Beach,Romania City 1,11,3.3636363636363638,11,4.054421768707483,147
16027,1806,2024,5,Couples,135,4,1,1,2,4,Sri Lanka City 2,Sri Lanka,South Asia,Asia,33,5,Religious Site #135,Canada-East City 3 Main Road,Religious Site,Canada-East City 3,13,3.727272727272727,11,3.449275362318841,138
16028,1926,2019,5,Family,48,4,1,2,4,10,Thailand City 2,Thailand,Southeast Asia,Asia,47,2,Museum #48,Nigeria City 2 Main Road,Museum,Nigeria City 2,18,3.375,8,3.481203007518797,133
16029,1996,2020,10,Couples,35,4,5,9,20,51,Australia City 1,Australia,Australasia,Oceania,10,8,Wildlife #35,Thailand City 2 Main Road,Wildlife,Thailand City 2,4,4.0,12,3.8805970149253732,134
16030,226,2021,6,Family,13,4,3,5,13,31,Canada-East City 1,Canada-East,North America East,North America,4,4,Park #13,Sri Lanka City 2 Main Road,Park,Sri Lanka City 2,2,3.875,8,3.6147540983606556,122
16031,976,2020,2,Business,105,2,3,5,13,32,Canada-East City 2,Canada-East,North America East,North America,46,7,Shopping #105,Nigeria City 1 Main Road,Shopping,Nigeria City 1,18,3.5555555555555554,9,3.2096774193548385,124
16032,92,2019,11,Friends,138,4,1,1,1,2,India City 2,India,South Asia,Asia,59,6,Adventure #138,Samoa City 2 Main Road,Adventure,Samoa City 2,23,3.769230769230769,13,3.7851239669421486,121
16033,991,2022,8,Couples,22,3,5,9,20,51,Australia City 1,Australia,Australasia,Oceania,5,8,Wildlife #22,Sri Lanka City 3 Main Road,Wildlife,Sri Lanka City 3,2,4.0,4,3.85,160
16034,1154,2021,5,Family,123,3,3,5,12,29,USA-East City 2,USA-East,North America East,North America,51,5,Religious Site #123,Australia City 1 Main Road,Religious Site,Australia City 1,20,3.3636363636363638,11,3.3576642335766422,137
16035,1547,2023,9,Friends,114,4,4,8,18,46,Nigeria City 1,Nigeria,West Africa,Africa,36,2,Museum #114,USA-West City 3 Main Road,Museum,USA-West City 3,14,3.5454545454545454,11,3.5538461538461537,130
16036,673,2020,5,Couples,71,4,3,6,15,37,Canada-West City 1,Canada-West,North America West,North America,23,6,Adventure #71,Poland City 1 Main Road,Adventure,Poland City 1,10,3.5555555555555554,9,3.75,116
16037,73,2022,8,Family,34,4,5,9,20,52,Australia City 2,Australia,Australasia,Oceania,33,7,Shopping #34,Canada-East City 3 Main Road,Shopping,Canada-East City 3,13,3.933333333333333,15,3.1564625850340136,147
16038,909,2020,1,Couples,98,3,4,7,17,44,Tanzania City 2,Tanzania,East Africa,Africa,26,3,Historical Site #98,Romania City 2 Main Road,Historical Site,Romania City 2,11,3.6666666666666665,12,3.7152777777777777,144
16039,855,2019,4,Friends,90,4,1,2,5,12,Vietnam City 2,Vietnam,Southeast Asia,Asia,33,3,Historical Site #90,Canada-East City 3 Main Road,Historical Site,Canada-East City 3,13,3.4285714285714284,7,3.7238805970149254,134
16040,1249,2023,5,Family,122,4,2,3,9,22,Spain City 2,Spain,Western Europe,Europe,59,5,Religious Site #122,Samoa City 2 Main Road,Religious Site,Samoa City 2,23,3.8333333333333335,6,3.377952755905512,127
16041,200,2023,10,Family,85,5,1,2,5,12,Vietnam City 2,Vietnam,Southeast Asia,Asia,40,1,Beach #85,Kenya City 1 Main Road,Beach,Kenya City 1,16,3.7142857142857144,7,3.992063492063492,126
16042,1227,2022,10,Family,8,5,1,1,1,1,India City 1,India,South Asia,Asia,27,8,Wildlife #8,Romania City 3 Main Road,Wildlife,Romania City 3,11,3.142857142857143,7,3.9022556390977443,133
16043,802,2019,10,Family,31,4,4,8,19,50,Ghana City 3,Ghana,West Africa,Africa,28,6,Adventure #31,USA-East City 1 Main Road,Adventure,USA-East City 1,12,3.875,8,3.86013986013986,143
16044,1479,2023,6,Family,58,3,3,5,12,28,USA-East City 1,USA-East,North America East,North America,56,4,Park #58,Fiji City 1 Main Road,Park,Fiji City 1,22,3.4615384615384617,13,3.623931623931624,117
16045,1968,2022,5,Family,74,3,2,4,10,24,Poland City 2,Poland,Eastern Europe,Europe,15,7,Shopping #74,Indonesia City 3 Main Road,Shopping,Indonesia City 3,6,3.272727272727273,11,3.1285714285714286,140
16046,456,2021,7,Family,53,5,2,3,7,16,France City 1,France,Western Europe,Europe,29,3,Historical Site #53,USA-East City 2 Main Road,Historical Site,USA-East City 2,12,3.4166666666666665,12,3.5695364238410594,151
16047,1508,2022,4,Family,132,3,2,3,9,21,Spain City 1,Spain,Western Europe,Europe,26,5,Religious Site #132,Romania City 2 Main Road,Religious Site,Romania City 2,11,3.75,4,3.3587786259541983,131
16048,256,2019,7,Friends,43,3,5,9,21,53,New Zealand City 1,New Zealand,Australasia,Oceania,20,3,Historical Site #43,Germany City 3 Main Road,Historical Site,Germany City 3,8,3.7,10,3.8151260504201683,119
16049,1971,2020,8,Family,103,3,4,7,17,45,Tanzania City 3,Tanzania,East Africa,Africa,34,4,Park #103,USA-West City 1 Main Road,Park,USA-West City 1,14,3.5555555555555554,9,3.6,140
16050,962,2019,12,Solo,55,3,2,4,10,23,Poland City 1,Poland,Eastern Europe,Europe,14,5,Religious Site #55,Indonesia City 2 Main Road,Religious Site,Indonesia City 2,6,3.625,8,3.360294117647059,136
16051,1493,2021,5,Family,149,4,1,1,3,7,Nepal City 2,Nepal,South Asia,Asia,6,1,Beach #149,Nepal City 1 Main Road,Beach,Nepal City 1,3,3.8,15,3.9859154929577465,142
16052,1556,2024,2,Friends,138,3,4,7,17,43,Tanzania City 1,Tanzania,East Africa,Africa,59,6,Adventure #138,Samoa City 2 Main Road,Adventure,Samoa City 2,23,3.3,10,3.7851239669421486,121
16053,1217,2019,5,Family,118,4,3,6,15,37,Canada-West City 1,Canada-West,North America West,North America,58,7,Shopping #118,Samoa City 1 Main Road,Shopping,Samoa City 1,23,3.6666666666666665,15,3.1879194630872485,149
16054,769,2021,10,Couples,115,3,2,4,11,27,Romania City 3,Romania,Eastern Europe,Europe,2,5,Religious Site #115,India City 2 Main Road,Religious Site,India City 2,1,4.0,7,3.287878787878788,132
16055,1509,2020,6,Family,97,4,5,10,22,57,Fiji City 2,Fiji,Pacific Islands,Oceania,7,5,Religious Site #97,Nepal City 2 Main Road,Religious Site,Nepal City 2,3,4.0,9,3.449367088607595,158
16056,953,2024,5,Family,89,4,4,7,17,43,Tanzania City 1,Tanzania,East Africa,Africa,47,2,Museum #89,Nigeria City 2 Main Road,Museum,Nigeria City 2,18,3.75,12,3.479338842975207,121
16057,1319,2022,6,Couples,85,4,1,1,2,3,Sri Lanka City 1,Sri Lanka,South Asia,Asia,40,1,Beach #85,Kenya City 1 Main Road,Beach,Kenya City 1,16,3.6470588235294117,17,3.992063492063492,126
16058,1227,2020,4,Friends,5,2,1,1,1,1,India City 1,India,South Asia,Asia,49,2,Museum #5,Ghana City 2 Main Road,Museum,Ghana City 2,19,3.142857142857143,7,3.3983050847457625,118
16059,929,2020,10,Family,141,4,2,4,11,25,Romania City 1,Romania,Eastern Europe,Europe,24,3,Historical Site #141,Poland City 2 Main Road,Historical Site,Poland City 2,10,3.6,10,3.7384615384615385,130
16060,235,2022,9,Family,148,4,5,9,20,52,Australia City 2,Australia,Australasia,Oceania,7,3,Historical Site #148,Nepal City 2 Main Road,Historical Site,Nepal City 2,3,3.5833333333333335,12,3.7338709677419355,124
16061,586,2019,12,Couples,80,4,2,3,9,22,Spain City 2,Spain,Western Europe,Europe,48,2,Museum #80,Ghana City 1 Main Road,Museum,Ghana City 1,19,3.642857142857143,14,3.5555555555555554,135
16062,1876,2019,2,Family,131,4,3,6,14,34,USA-West City 1,USA-West,North America West,North America,18,8,Wildlife #131,Germany City 1 Main Road,Wildlife,Germany City 1,8,3.75,12,3.9194630872483223,149
16063,1041,2023,9,Couples,61,3,1,2,5,12,Vietnam City 2,Vietnam,Southeast Asia,Asia,50,7,Shopping #61,Ghana City 3 Main Road,Shopping,Ghana City 3,19,3.6153846153846154,13,3.195804195804196,143
16064,1273,2023,1,Family,17,4,1,2,4,10,Thailand City 2,Thailand,Southeast Asia,Asia,38,3,Historical Site #17,Canada-West City 2 Main Road,Historical Site,Canada-West City 2,15,3.625,8,3.6315789473684212,152
16065,517,2023,2,Family,126,3,5,9,21,54,New Zealand City 2,New Zealand,Australasia,Oceania,49,3,Historical Site #126,Ghana City 2 Main Road,Historical Site,Ghana City 2,19,3.625,8,3.652482269503546,141
16066,1412,2020,11,Couples,77,5,5,9,20,51,Australia City 1,Australia,Australasia,Oceania,9,1,Beach #77,Thailand City 1 Main Road,Beach,Thailand City 1,4,3.5555555555555554,9,4.094936708860759,158
16067,974,2024,5,Couples,142,4,2,3,7,16,France City 1,France,Western Europe,Europe,25,2,Museum #142,Romania City 1 Main Road,Museum,Romania City 1,11,3.4285714285714284,7,3.5365853658536586,123
16068,438,2020,4,Couples,32,4,1,2,5,11,Vietnam City 1,Vietnam,Southeast Asia,Asia,30,4,Park #32,USA-East City 3 Main Road,Park,USA-East City 3,12,3.4545454545454546,11,3.553030303030303,132
16069,293,2024,3,Couples,72,4,3,6,15,38,Canada-West City 2,Canada-West,North America West,North America,53,6,Adventure #72,New Zealand City 1 Main Road,Adventure,New Zealand City 1,21,3.3636363636363638,11,3.795774647887324,142
16070,791,2020,2,Couples,101,4,2,3,8,18,Germany City 1,Germany,Western Europe,Europe,28,8,Wildlife #101,USA-East City 1 Main Road,Wildlife,USA-East City 1,12,3.8333333333333335,12,3.8529411764705883,136
16071,1131,2021,8,Friends,21,4,1,2,6,15,Indonesia City 3,Indonesia,Southeast Asia,Asia,21,3,Historical Site #21,Spain City 1 Main Road,Historical Site,Spain City 1,9,3.7333333333333334,15,3.6692913385826773,127
16072,561,2024,7,Couples,150,3,1,2,4,10,Thailand City 2,Thailand,Southeast Asia,Asia,46,5,Religious Site #150,Nigeria City 1 Main Road,Religious Site,Nigeria City 1,18,3.5,12,3.3674698795180724,166
16073,491,2021,8,Family,92,5,2,3,7,17,France City 2,France,Western Europe,Europe,30,8,Wildlife #92,USA-East City 3 Main Road,Wildlife,USA-East City 3,12,4.0,13,3.943661971830986,142
16074,540,2023,2,Family,26,4,1,1,3,8,Nepal City 3,Nepal,South Asia,Asia,40,3,Historical Site #26,Kenya City 1 Main Road,Historical Site,Kenya City 1,16,3.6,10,3.731707317073171,123
16075,588,2022,12,Couples,112,3,4,8,18,46,Nigeria City 1,Nigeria,West Africa,Africa,47,4,Park #112,Nigeria City 2 Main Road,Park,Nigeria City 2,18,3.5,10,3.614678899082569,109
16076,1479,2019,1,Couples,132,4,3,5,12,28,USA-East City 1,USA-East,North America East,North America,26,5,Religious Site #132,Romania City 2 Main Road,Religious Site,Romania City 2,11,3.4615384615384617,13,3.3587786259541983,131
16077,999,2023,6,Business,57,3,2,3,7,17,France City 2,France,Western Europe,Europe,40,2,Museum #57,Kenya City 1 Main Road,Museum,Kenya City 1,16,3.7333333333333334,15,3.424778761061947,113
16079,326,2021,2,Couples,113,4,5,10,22,57,Fiji City 2,Fiji,Pacific Islands,Oceania,18,8,Wildlife #113,Germany City 1 Main Road,Wildlife,Germany City 1,8,3.5,10,3.962121212121212,132
16080,1090,2020,7,Friends,22,3,1,2,6,15,Indonesia City 3,Indonesia,Southeast Asia,Asia,5,8,Wildlife #22,Sri Lanka City 3 Main Road,Wildlife,Sri Lanka City 3,2,3.875,8,3.85,160
16081,1925,2024,8,Couples,80,3,1,2,5,11,Vietnam City 1,Vietnam,Southeast Asia,Asia,48,2,Museum #80,Ghana City 1 Main Road,Museum,Ghana City 1,19,3.1538461538461537,13,3.5555555555555554,135
16082,1492,2022,7,Family,84,4,5,9,21,53,New Zealand City 1,New Zealand,Australasia,Oceania,47,6,Adventure #84,Nigeria City 2 Main Road,Adventure,Nigeria City 2,18,3.6315789473684212,19,3.868217054263566,129
16083,894,2022,5,Business,46,4,3,5,12,30,USA-East City 3,USA-East,North America East,North America,5,4,Park #46,Sri Lanka City 3 Main Road,Park,Sri Lanka City 3,2,3.769230769230769,13,3.645390070921986,141
16084,614,2022,12,Friends,45,3,1,2,4,10,Thailand City 2,Thailand,Southeast Asia,Asia,22,1,Beach #45,Spain City 2 Main Road,Beach,Spain City 2,9,3.6923076923076925,13,3.9318181818181817,132
16085,705,2020,3,Couples,95,4,2,3,7,17,France City 2,France,Western Europe,Europe,9,3,Historical Site #95,Thailand City 1 Main Road,Historical Site,Thailand City 1,4,3.8125,16,3.6511627906976742,129
16086,54,2022,9,Couples,113,5,4,7,17,44,Tanzania City 2,Tanzania,East Africa,Africa,18,8,Wildlife #113,Germany City 1 Main Road,Wildlife,Germany City 1,8,3.7142857142857144,14,3.962121212121212,132
16087,59,2023,5,Couples,59,4,5,10,22,56,Fiji City 1,Fiji,Pacific Islands,Oceania,26,7,Shopping #59,Romania City 2 Main Road,Shopping,Romania City 2,11,3.6,10,3.2222222222222223,117
16088,1553,2019,5,Solo,22,4,1,1,3,8,Nepal City 3,Nepal,South Asia,Asia,5,8,Wildlife #22,Sri Lanka City 3 Main Road,Wildlife,Sri Lanka City 3,2,3.875,8,3.85,160
16089,1687,2019,3,Family,119,4,3,6,15,38,Canada-West City 2,Canada-West,North America West,North America,13,3,Historical Site #119,Indonesia City 1 Main Road,Historical Site,Indonesia City 1,6,3.8333333333333335,6,3.622950819672131,122
16090,1938,2019,9,Business,27,4,1,1,1,2,India City 2,India,South Asia,Asia,46,8,Wildlife #27,Nigeria City 1 Main Road,Wildlife,Nigeria City 1,18,3.6875,16,3.88,125
16091,1252,2024,3,Couples,1,5,1,2,4,9,Thailand City 1,Thailand,Southeast Asia,Asia,55,6,Adventure #1,New Zealand City 3 Main Road,Adventure,New Zealand City 3,21,3.6153846153846154,13,3.8137931034482757,145
16092,1859,2022,5,Friends,49,4,1,2,6,15,Indonesia City 3,Indonesia,Southeast Asia,Asia,12,4,Park #49,Vietnam City 2 Main Road,Park,Vietnam City 2,5,3.642857142857143,14,3.5441176470588234,136
16093,833,2021,6,Friends,123,4,3,6,14,35,USA-West City 2,USA-West,North America West,North America,51,5,Religious Site #123,Australia City 1 Main Road,Religious Site,Australia City 1,20,3.6,10,3.3576642335766422,137
16094,509,2020,1,Business,114,4,1,2,6,15,Indonesia City 3,Indonesia,Southeast Asia,Asia,36,2,Museum #114,USA-West City 3 Main Road,Museum,USA-West City 3,14,3.625,8,3.5538461538461537,130
16095,492,2023,10,Couples,46,4,4,8,18,46,Nigeria City 1,Nigeria,West Africa,Africa,5,4,Park #46,Sri Lanka City 3 Main Road,Park,Sri Lanka City 3,2,3.9,10,3.645390070921986,141
16096,474,2022,4,Business,78,3,5,10,23,58,Samoa City 1,Samoa,Pacific Islands,Oceania,50,2,Museum #78,Ghana City 3 Main Road,Museum,Ghana City 3,19,3.5714285714285716,14,3.46218487394958,119
16097,1491,2022,11,Business,144,4,3,5,12,30,USA-East City 3,USA-East,North America East,North America,19,6,Adventure #144,Germany City 2 Main Road,Adventure,Germany City 2,8,3.5,6,3.7794117647058822,136
16098,20,2023,8,Business,108,3,3,6,15,37,Canada-West City 1,Canada-West,North America West,North America,34,3,Historical Site #108,USA-West City 1 Main Road,Historical Site,USA-West City 1,14,3.25,8,3.7482014388489207,139
16099,1891,2019,4,Family,114,5,1,1,3,7,Nepal City 2,Nepal,South Asia,Asia,36,2,Museum #114,USA-West City 3 Main Road,Museum,USA-West City 3,14,4.0,10,3.5538461538461537,130
16100,1550,2023,8,Business,14,3,3,6,14,36,USA-West City 3,USA-West,North America West,North America,51,2,Museum #14,Australia City 1 Main Road,Museum,Australia City 1,20,4.0,4,3.475806451612903,124
16101,762,2023,6,Friends,37,3,1,2,5,12,Vietnam City 2,Vietnam,Southeast Asia,Asia,41,7,Shopping #37,Kenya City 2 Main Road,Shopping,Kenya City 2,16,3.4,10,3.1470588235294117,136
16102,1404,2020,6,Family,16,4,5,10,22,57,Fiji City 2,Fiji,Pacific Islands,Oceania,17,2,Museum #16,France City 2 Main Road,Museum,France City 2,7,3.6363636363636362,11,3.527027027027027,148
16103,270,2020,11,Family,147,4,1,2,6,15,Indonesia City 3,Indonesia,Southeast Asia,Asia,2,7,Shopping #147,India City 2 Main Road,Shopping,India City 2,1,3.625,8,3.204379562043796,137
16105,219,2021,12,Couples,75,3,1,1,2,4,Sri Lanka City 2,Sri Lanka,South Asia,Asia,41,4,Park #75,Kenya City 2 Main Road,Park,Kenya City 2,16,3.6666666666666665,15,3.5,120
16106,225,2024,12,Business,83,3,3,6,14,35,USA-West City 2,USA-West,North America West,North America,47,2,Museum #83,Nigeria City 2 Main Road,Museum,Nigeria City 2,18,3.5,12,3.5405405405405403,111
16107,13,2019,11,Family,79,4,4,8,19,48,Ghana City 1,Ghana,West Africa,Africa,12,4,Park #79,Vietnam City 2 Main Road,Park,Vietnam City 2,5,3.8333333333333335,12,3.5508474576271185,118
16108,1592,2020,6,Family,8,4,2,3,8,20,Germany City 3,Germany,Western Europe,Europe,27,8,Wildlife #8,Romania City 3 Main Road,Wildlife,Romania City 3,11,3.736842105263158,19,3.9022556390977443,133
16109,1488,2023,6,Family,137,4,1,2,6,15,Indonesia City 3,Indonesia,Southeast Asia,Asia,47,1,Beach #137,Nigeria City 2 Main Road,Beach,Nigeria City 2,18,3.5555555555555554,9,4.0423728813559325,118
16110,1786,2023,11,Family,58,4,2,3,7,17,France City 2,France,Western Europe,Europe,56,4,Park #58,Fiji City 1 Main Road,Park,Fiji City 1,22,3.5,8,3.623931623931624,117
16111,1963,2024,11,Couples,138,3,4,8,19,50,Ghana City 3,Ghana,West Africa,Africa,59,6,Adventure #138,Samoa City 2 Main Road,Adventure,Samoa City 2,23,4.166666666666667,12,3.7851239669421486,121
16112,1930,2019,5,Family,115,4,1,2,6,15,Indonesia City 3,Indonesia,Southeast Asia,Asia,2,5,Religious Site #115,India City 2 Main Road,Religious Site,India City 2,1,3.125,8,3.287878787878788,132
16113,1986,2019,9,Friends,105,4,2,3,8,19,Germany City 2,Germany,Western Europe,Europe,46,7,Shopping #105,Nigeria City 1 Main Road,Shopping,Nigeria City 1,18,3.8,10,3.2096774193548385,124
16114,32,2024,8,Couples,106,4,5,10,23,58,Samoa City 1,Samoa,Pacific Islands,Oceania,34,1,Beach #106,USA-West City 1 Main Road,Beach,USA-West City 1,14,3.5,8,4.041958041958042,143
16115,1569,2023,2,Family,147,4,1,2,6,15,Indonesia City 3,Indonesia,Southeast Asia,Asia,2,7,Shopping #147,India City 2 Main Road,Shopping,India City 2,1,3.875,8,3.204379562043796,137
16116,1447,2023,2,Friends,46,3,1,2,5,12,Vietnam City 2,Vietnam,Southeast Asia,Asia,5,4,Park #46,Sri Lanka City 3 Main Road,Park,Sri Lanka City 3,2,3.769230769230769,13,3.645390070921986,141
16117,325,2024,2,Couples,50,4,3,5,13,32,Canada-East City 2,Canada-East,North America East,North America,28,6,Adventure #50,USA-East City 1 Main Road,Adventure,USA-East City 1,12,3.3846153846153846,13,3.8461538461538463,130
16118,274,2020,4,Business,101,4,3,6,14,35,USA-West City 2,USA-West,North America West,North America,28,8,Wildlife #101,USA-East City 1 Main Road,Wildlife,USA-East City 1,12,3.6923076923076925,13,3.8529411764705883,136
16119,1956,2019,12,Family,35,3,2,3,9,22,Spain City 2,Spain,Western Europe,Europe,10,8,Wildlife #35,Thailand City 2 Main Road,Wildlife,Thailand City 2,4,3.8333333333333335,6,3.8805970149253732,134
16120,1766,2020,4,Family,121,3,2,3,8,18,Germany City 1,Germany,Western Europe,Europe,25,3,Historical Site #121,Romania City 1 Main Road,Historical Site,Romania City 1,11,3.5454545454545454,11,3.798507462686567,134
16121,656,2024,12,Friends,5,3,2,3,9,21,Spain City 1,Spain,Western Europe,Europe,49,2,Museum #5,Ghana City 2 Main Road,Museum,Ghana City 2,19,3.3333333333333335,9,3.3983050847457625,118
16122,150,2022,6,Friends,135,4,2,4,11,26,Romania City 2,Romania,Eastern Europe,Europe,33,5,Religious Site #135,Canada-East City 3 Main Road,Religious Site,Canada-East City 3,13,4.090909090909091,11,3.449275362318841,138
16123,668,2019,6,Friends,52,4,2,3,9,21,Spain City 1,Spain,Western Europe,Europe,41,6,Adventure #52,Kenya City 2 Main Road,Adventure,Kenya City 2,16,3.4444444444444446,9,3.8358208955223883,134
16124,11,2023,4,Couples,1,5,4,8,19,49,Ghana City 2,Ghana,West Africa,Africa,55,6,Adventure #1,New Zealand City 3 Main Road,Adventure,New Zealand City 3,21,3.8,10,3.8137931034482757,145
16125,1375,2024,8,Couples,91,4,1,2,4,9,Thailand City 1,Thailand,Southeast Asia,Asia,28,8,Wildlife #91,USA-East City 1 Main Road,Wildlife,USA-East City 1,12,3.5555555555555554,9,3.9510489510489513,143
16126,761,2019,8,Family,42,5,3,5,13,33,Canada-East City 3,Canada-East,North America East,North America,25,6,Adventure #42,Romania City 1 Main Road,Adventure,Romania City 1,11,3.625,8,3.769230769230769,130
16127,99,2022,4,Couples,46,5,4,7,16,41,Kenya City 2,Kenya,East Africa,Africa,5,4,Park #46,Sri Lanka City 3 Main Road,Park,Sri Lanka City 3,2,4.0,10,3.645390070921986,141
16128,1960,2023,10,Solo,73,3,2,3,8,20,Germany City 3,Germany,Western Europe,Europe,18,1,Beach #73,Germany City 1 Main Road,Beach,Germany City 1,8,3.4166666666666665,12,3.907142857142857,140
16129,1652,2024,9,Business,87,3,3,5,13,33,Canada-East City 3,Canada-East,North America East,North America,42,5,Religious Site #87,Kenya City 3 Main Road,Religious Site,Kenya City 3,16,3.625,8,3.4065040650406506,123
16130,1810,2022,9,Family,21,3,3,5,13,31,Canada-East City 1,Canada-East,North America East,North America,21,3,Historical Site #21,Spain City 1 Main Road,Historical Site,Spain City 1,9,3.5,8,3.6692913385826773,127
16131,1995,2021,6,Couples,8,4,2,4,11,26,Romania City 2,Romania,Eastern Europe,Europe,27,8,Wildlife #8,Romania City 3 Main Road,Wildlife,Romania City 3,11,3.5,10,3.9022556390977443,133
16132,29,2024,8,Friends,70,5,1,1,2,3,Sri Lanka City 1,Sri Lanka,South Asia,Asia,50,1,Beach #70,Ghana City 3 Main Road,Beach,Ghana City 3,19,3.6666666666666665,12,3.9285714285714284,112
16133,1551,2021,5,Family,54,4,5,10,22,56,Fiji City 1,Fiji,Pacific Islands,Oceania,20,7,Shopping #54,Germany City 3 Main Road,Shopping,Germany City 3,8,3.875,8,3.208695652173913,115
16134,1576,2022,12,Business,88,4,4,7,17,45,Tanzania City 3,Tanzania,East Africa,Africa,17,7,Shopping #88,France City 2 Main Road,Shopping,France City 2,7,3.4,15,3.2892561983471076,121
16135,1564,2024,6,Family,113,4,3,6,15,39,Canada-West City 3,Canada-West,North America West,North America,18,8,Wildlife #113,Germany City 1 Main Road,Wildlife,Germany City 1,8,4.0,9,3.962121212121212,132
16136,531,2022,4,Family,93,4,1,2,6,15,Indonesia City 3,Indonesia,Southeast Asia,Asia,34,5,Religious Site #93,USA-West City 1 Main Road,Religious Site,USA-West City 1,14,3.4615384615384617,13,3.366412213740458,131
16137,781,2023,6,Family,16,3,1,2,4,9,Thailand City 1,Thailand,Southeast Asia,Asia,17,2,Museum #16,France City 2 Main Road,Museum,France City 2,7,3.727272727272727,11,3.527027027027027,148
16138,1859,2024,12,Business,150,4,1,2,6,15,Indonesia City 3,Indonesia,Southeast Asia,Asia,46,5,Religious Site #150,Nigeria City 1 Main Road,Religious Site,Nigeria City 1,18,3.642857142857143,14,3.3674698795180724,166
16139,132,2022,12,Family,108,3,3,6,14,36,USA-West City 3,USA-West,North America West,North America,34,3,Historical Site #108,USA-West City 1 Main Road,Historical Site,USA-West City 1,14,3.7777777777777777,9,3.7482014388489207,139
16140,1283,2021,5,Family,8,3,5,9,21,53,New Zealand City 1,New Zealand,Australasia,Oceania,27,8,Wildlife #8,Romania City 3 Main Road,Wildlife,Romania City 3,11,3.625,8,3.9022556390977443,133
16141,1586,2022,11,Business,115,2,1,1,2,3,Sri Lanka City 1,Sri Lanka,South Asia,Asia,2,5,Religious Site #115,India City 2 Main Road,Religious Site,India City 2,1,3.125,8,3.287878787878788,132
16142,1597,2021,4,Family,133,4,3,5,13,32,Canada-East City 2,Canada-East,North America East,North America,40,2,Museum #133,Kenya City 1 Main Road,Museum,Kenya City 1,16,3.5,14,3.421875,128
16143,1195,2023,3,Solo,86,4,1,1,2,3,Sri Lanka City 1,Sri Lanka,South Asia,Asia,28,2,Museum #86,USA-East City 1 Main Road,Museum,USA-East City 1,12,4.0,9,3.3863636363636362,132
16144,1534,2019,3,Business,125,3,2,4,10,23,Poland City 1,Poland,Eastern Europe,Europe,14,4,Park #125,Indonesia City 2 Main Road,Park,Indonesia City 2,6,3.6666666666666665,12,3.4603174603174605,126
16145,1819,2019,4,Couples,133,4,5,9,20,52,Australia City 2,Australia,Australasia,Oceania,40,2,Museum #133,Kenya City 1 Main Road,Museum,Kenya City 1,16,3.5454545454545454,11,3.421875,128
16146,1532,2021,4,Couples,145,3,1,1,3,7,Nepal City 2,Nepal,South Asia,Asia,10,6,Adventure #145,Thailand City 2 Main Road,Adventure,Thailand City 2,4,4.222222222222222,9,3.8943661971830985,142
16147,232,2019,4,Family,144,4,5,10,23,59,Samoa City 2,Samoa,Pacific Islands,Oceania,19,6,Adventure #144,Germany City 2 Main Road,Adventure,Germany City 2,8,3.4285714285714284,7,3.7794117647058822,136
16148,490,2023,5,Friends,30,4,4,7,16,41,Kenya City 2,Kenya,East Africa,Africa,22,4,Park #30,Spain City 2 Main Road,Park,Spain City 2,9,3.5625,16,3.568345323741007,139
16149,611,2020,1,Family,6,3,3,6,15,39,Canada-West City 3,Canada-West,North America West,North America,33,8,Wildlife #6,Canada-East City 3 Main Road,Wildlife,Canada-East City 3,13,3.4,10,3.8507462686567164,134
16150,687,2021,5,Family,98,3,3,5,13,31,Canada-East City 1,Canada-East,North America East,North America,26,3,Historical Site #98,Romania City 2 Main Road,Historical Site,Romania City 2,11,3.8,15,3.7152777777777777,144
16151,722,2020,7,Solo,102,3,4,7,16,42,Kenya City 3,Kenya,East Africa,Africa,51,4,Park #102,Australia City 1 Main Road,Park,Australia City 1,20,3.357142857142857,14,3.5693430656934306,137
16152,440,2024,5,Couples,86,4,5,10,22,56,Fiji City 1,Fiji,Pacific Islands,Oceania,28,2,Museum #86,USA-East City 1 Main Road,Museum,USA-East City 1,12,3.4,10,3.3863636363636362,132
16153,1367,2024,6,Friends,36,4,1,1,3,6,Nepal City 1,Nepal,South Asia,Asia,44,3,Historical Site #36,Tanzania City 2 Main Road,Historical Site,Tanzania City 2,17,3.6,10,3.625,128
16154,221,2019,3,Friends,143,5,1,2,5,11,Vietnam City 1,Vietnam,Southeast Asia,Asia,49,6,Adventure #143,Ghana City 2 Main Road,Adventure,Ghana City 2,19,3.6666666666666665,9,3.6492537313432836,134
16155,1576,2021,2,Business,62,3,4,7,17,45,Tanzania City 3,Tanzania,East Africa,Africa,38,4,Park #62,Canada-West City 2 Main Road,Park,Canada-West City 2,15,3.4,15,3.613138686131387,137
16156,1318,2024,11,Business,112,2,4,7,17,43,Tanzania City 1,Tanzania,East Africa,Africa,47,4,Park #112,Nigeria City 2 Main Road,Park,Nigeria City 2,18,3.533333333333333,15,3.614678899082569,109
